,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
1572,2705,43,74.72328767123287,M,2705,2233,OWNER,387466.0999999997,2320.1562874251485,167.0,2028.0,,89.93055555555556,,5893.0,14.600000000000007,,3295.7575757575764,31.0,,36.0,,36.0,31.0,,33.0,2955.965753424658,,1826.389361702129,73.0,,94.0,118167.30000000002,2229.571698113208,53.0,387466.0999999997,2320.1562874251485,167.0,0.7958138842625673,,2028.0,2028.0,1.0,2028.0,,,,,1.0,,,,,43,MONTHLY,1097,,,,,,,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
401,2971,1,21.093150684931512,F,2971,2460,OWNER,948272.5999999987,3192.837037037033,297.0,,,146.0491803278688,,,14.600000000000017,,5214.144444444444,,,61.0,,,56.0,,180.0,3773.7407407407427,,2708.750617283948,135.0,,162.0,164392.40000000005,2935.578571428573,56.0,579559.9999999997,3184.3956043956023,182.0,0.7956768163711782,1.1715935059853586,435.0,435.0,1.0,,,435.0,,,,,1.0,,,1,MONTHLY,325,,,,,,,460.0,classic,2103.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3142,457,70,48.2986301369863,M,457,377,OWNER,4329990.500000002,13042.140060240967,332.0,,,199.6962264150943,,,14.600000000000012,5.5,18695.77489177489,,,53.0,,,46.0,2.0,231.0,14397.791558441555,12135.65714285714,11804.074125874131,154.0,35.0,143.0,994410.7,12430.13375,80.0,2871712.4000000013,12066.018487394958,238.0,0.7954446246832033,0.8952297808801815,,,,,,,,,,,,,,70,MONTHLY,595,,,,,,,75.0,classic,1670.0,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
3856,4651,2,19.95068493150685,M,4651,3858,OWNER,516857.29999999976,2637.027040816325,196.0,,,125.11388888888888,,,14.600000000000007,,3999.109375,,,36.0,,,32.0,,128.0,2637.048571428571,,2637.002197802199,105.0,,91.0,186080.00000000003,2620.845070422536,71.0,516557.29999999976,2649.011794871793,195.0,0.7937682706831705,781.4203333333336,,,,,,,,,,,,,,2,MONTHLY,1077,,,,,,,716.0,junior,1987.0,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
4438,9973,24,53.28219178082193,F,9665,8073,OWNER,5190125.5,9737.5712945591,533.0,695.0,,176.6578125,4110.0,,100.0,16.8,15406.572727272727,62.0,,64.0,11.0,,63.0,3.0,330.0,14348.34293478261,12010.583333333336,7139.179228486647,184.0,12.0,337.0,1005090.9,9572.294285714284,105.0,3352295.4999999995,10676.100318471335,314.0,0.7936797064740401,1.1981768032329634,16372.0,5457.333333333333,3.0,695.0,,,4110.0,11567.0,1.0,,,1.0,1.0,24,TRANSACTION,245,6650.0,49320.0,12.0,4110.0,B,412.0,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
1139,315,54,31.693150684931503,M,315,261,OWNER,213421.60000000006,1482.094444444445,144.0,2182.0,,73.20000000000002,,,14.6,,2234.520547945205,22.0,,27.0,,,22.0,,73.0,2060.5859649122804,,1103.08275862069,57.0,,87.0,84426.69999999997,1241.5691176470586,68.0,213421.60000000006,1482.094444444445,144.0,0.7927687424879805,,2553.0,1276.5,2.0,2182.0,,,,371.0,1.0,,,,1.0,54,MONTHLY,1375,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
1486,1007,46,61.030136986301365,M,1007,836,DISPONENT,436823.49999999977,2663.5579268292668,164.0,125.0,,103.31379310344828,,,14.600000000000005,,5004.093023255814,25.0,,29.0,,,24.0,,86.0,3913.195161290322,,1903.9745098039227,62.0,,102.0,160005.90000000002,2318.926086956522,69.0,436823.49999999977,2663.5579268292668,164.0,0.7927465375594414,,3059.0,1529.5,2.0,125.0,,,,2934.0,1.0,,,,1.0,46,MONTHLY,1304,,,,,,,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
1485,1006,46,56.55068493150685,F,1006,836,OWNER,436823.49999999977,2663.5579268292668,164.0,125.0,,103.31379310344828,,,14.600000000000005,,5004.093023255814,25.0,,29.0,,,24.0,,86.0,3913.195161290322,,1903.9745098039227,62.0,,102.0,160005.90000000002,2318.926086956522,69.0,436823.49999999977,2663.5579268292668,164.0,0.7927465375594414,,3059.0,1529.5,2.0,125.0,,,,2934.0,1.0,,,,1.0,46,MONTHLY,1304,,,,,,,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
1157,889,54,17.2,F,889,741,OWNER,987478.2999999992,3195.72265372168,309.0,,,191.42037037037036,,,14.600000000000017,,4786.259803921569,,,54.0,,,51.0,,204.0,3202.66073619632,,3187.976712328765,163.0,,146.0,196134.4,2842.527536231885,69.0,649118.9999999997,3120.7644230769206,208.0,0.7924327661355617,1.1029187716035933,,,,,,,,,,,,,,54,MONTHLY,559,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
3025,1206,50,41.55890410958904,M,1206,1002,OWNER,264403.0000000001,1592.7891566265064,166.0,1293.0,470.0,75.0296296296296,,,14.6,,3058.493150684932,22.0,22.0,27.0,,,22.0,,73.0,2438.5050847457637,,1126.4598130841127,59.0,,107.0,103791.90000000002,1365.6828947368424,76.0,264403.0000000001,1592.7891566265064,166.0,0.7915384193010123,,2855.0,951.6666666666664,3.0,1293.0,470.0,,,1092.0,1.0,1.0,,,1.0,50,MONTHLY,1355,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
2066,2248,7,23.2054794520548,M,2248,1853,OWNER,292404.49999999994,2215.1856060606056,132.0,,,127.76086956521738,,,14.6,,3249.14606741573,,,23.0,,,20.0,,89.0,1985.5182926829266,,2591.840000000001,82.0,,50.0,129079.60000000006,1843.9942857142864,70.0,292404.49999999994,2215.1856060606056,132.0,0.7903240718347295,,,,,,,,,,,,,,,7,MONTHLY,1489,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2296,2941,38,47.841095890410955,M,2941,2435,OWNER,4702010.000000005,12673.881401617264,371.0,7904.0,,189.2983606557377,,,14.600000000000017,,21738.912820512815,57.0,,61.0,,,58.0,,195.0,15853.354666666668,9925.333333333334,10577.874000000009,150.0,21.0,200.0,889271.9999999999,13473.818181818178,66.0,2971997.5000000023,13509.079545454555,220.0,0.7874865309262684,1.6526422654466495,9537.9,4768.95,2.0,7904.0,,1633.9,,,1.0,,1.0,,,38,MONTHLY,304,,,,,,,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
3760,4783,31,20.224657534246575,F,4783,3965,OWNER,2320679.6000000024,6464.288579387194,359.0,,,135.2455882352941,,,14.600000000000017,3.7285714285714286,10454.9185520362,,,68.0,,,63.0,7.0,221.0,7540.7591194968545,15016.809523809525,4504.725698324018,159.0,21.0,179.0,363040.8,6153.233898305086,59.0,1239270.4,6454.533333333334,192.0,0.7871380059937186,1.078353469139061,,,,,,,,,,,,,,31,MONTHLY,123,,,,,,,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
5185,5364,62,34.824657534246576,M,5364,4447,OWNER,1953573.4000000013,10446.916577540114,187.0,,,178.30967741935487,5353.5,,14.600000000000007,,17729.86274509804,,,31.0,26.0,,28.0,,102.0,14449.637142857142,9662.375,7933.9431192660495,70.0,8.0,109.0,613527.2999999998,8521.212499999998,72.0,1953573.4000000013,10446.916577540114,187.0,0.7861986060748727,,5353.5,5353.5,1.0,,,,5353.5,,,,,1.0,,62,MONTHLY,1262,5886.0,192744.0,36.0,5354.0,C,1399.0,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5186,5365,62,27.69041095890411,F,5365,4447,DISPONENT,1953573.4000000013,10446.916577540114,187.0,,,178.30967741935487,5353.5,,14.600000000000007,,17729.86274509804,,,31.0,26.0,,28.0,,102.0,14449.637142857142,9662.375,7933.9431192660495,70.0,8.0,109.0,613527.2999999998,8521.212499999998,72.0,1953573.4000000013,10446.916577540114,187.0,0.7861986060748727,,5353.5,5353.5,1.0,,,,5353.5,,,,,1.0,,62,MONTHLY,1262,5886.0,192744.0,36.0,5354.0,C,1399.0,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
2723,654,64,56.66575342465754,F,654,543,OWNER,475270.9999999996,1153.5703883495135,412.0,647.0,655.0,72.93571428571428,,,14.600000000000017,,1990.344827586207,51.0,51.0,56.0,,,51.0,,203.0,1905.6775193798446,,810.737102473499,129.0,,283.0,84983.69999999997,1036.3865853658535,82.0,301834.49999999994,1101.5857664233574,274.0,0.7852929843253175,1.0568168279606645,2388.0,796.0,3.0,647.0,655.0,,,1086.0,1.0,1.0,,,1.0,64,MONTHLY,487,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
3533,6478,3,47.65205479452055,M,6478,5366,OWNER,4657379.6000000015,13306.798857142863,350.0,,,125.7857142857143,,,14.600000000000017,31.15833333333333,20844.4932735426,,,63.0,,,52.0,12.0,223.0,14511.431677018632,12222.0,12288.753614457837,161.0,23.0,166.0,921302.4,14173.883076923075,65.0,3400316.4000000027,16191.982857142868,210.0,0.7843798060484864,2.1972238424352315,,,,,,,,,,,,,,70,MONTHLY,220,,,,,,,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
1018,9675,60,28.884931506849323,F,9367,7824,OWNER,3405684.4000000013,10046.266666666668,339.0,2156.0,,138.14,7903.800000000002,,14.600000000000012,12.34,16301.929292929291,39.0,,45.0,11.0,,41.0,5.0,198.0,15332.431250000005,14997.571428571433,6941.249295774648,112.0,14.0,213.0,1112966.2,11129.662,100.0,2951331.2000000007,10616.299280575542,278.0,0.7818047368971551,3.3405495957791715,11584.8,3861.6,3.0,2156.0,,,7903.8,1525.0,1.0,,,1.0,1.0,60,MONTHLY,501,6594.0,189696.0,24.0,7904.0,B,635.0,,,,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
4960,1581,56,35.73972602739725,F,1581,1307,OWNER,665754.5999999996,2474.9241635687717,269.0,3297.0,,88.43265306122456,,,14.600000000000012,,3906.901515151515,44.0,,49.0,,,44.0,,132.0,2780.690163934425,,2221.1591836734688,122.0,,147.0,134445.90000000002,2204.031147540984,61.0,486331.5999999994,2372.3492682926803,205.0,0.7817608384313601,1.002877806079606,3297.0,3297.0,1.0,3297.0,,,,,1.0,,,,,56,MONTHLY,703,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4145,6844,53,27.34246575342466,F,6844,5661,OWNER,2562770.500000002,12878.243718592974,199.0,,,127.35142857142857,,,14.600000000000007,7.939999999999999,20300.198412698413,,,35.0,,,28.0,10.0,126.0,14972.794186046509,12482.625,11086.476288659785,86.0,16.0,97.0,848778.2,13262.159375,64.0,2513756.0000000014,12825.285714285721,196.0,0.7802022456025403,22.19537279784553,1653.6,1653.6,1.0,,,1653.6,,,,,1.0,,,53,MONTHLY,1083,,,,,,,,,,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
470,3488,1,43.26027397260274,M,3488,2886,OWNER,815213.3999999991,2485.4067073170704,328.0,3472.0,,106.62142857142857,,,14.600000000000017,,3715.7041420118335,52.0,,56.0,,,51.0,,169.0,2971.605714285715,,2123.343617021276,140.0,,188.0,165037.10000000006,2500.562121212122,66.0,555714.0999999995,2549.14724770642,218.0,0.7789604301538123,1.275593338711814,3472.0,3472.0,1.0,3472.0,,,,,1.0,,,,,1,MONTHLY,462,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
536,3973,1,16.378082191780823,F,3973,3282,OWNER,249021.4000000001,1791.5208633093537,139.0,,,85.88799999999998,,,14.6,,2679.9239130434785,,,25.0,,,22.0,,92.0,1819.4141176470594,,1747.6148148148159,85.0,,54.0,103594.1,1546.1805970149255,67.0,249021.4000000001,1791.5208633093537,139.0,0.778832736895919,,,,,,,,,,,,,,,1,MONTHLY,1423,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3808,4014,17,18.331506849315073,M,4014,3321,OWNER,743672.1999999994,2754.3414814814787,270.0,,,162.77777777777774,,,14.600000000000012,,4020.4043715846997,,,45.0,,,42.0,,183.0,2545.8376623376626,,3031.1482758620677,154.0,,116.0,183254.60000000006,2443.394666666668,75.0,630948.2999999996,2816.7334821428553,224.0,0.7775334330983751,2.0908352177311107,,,,,,,,,,,,,,17,MONTHLY,837,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
4669,1764,66,27.5013698630137,M,1764,1455,OWNER,570751.7999999996,3299.1433526011538,173.0,,,77.0333333333333,,,14.600000000000007,5.0,5404.961904761904,,,36.0,,,31.0,1.0,105.0,3535.539024390245,,3086.127472527473,82.0,,91.0,173514.80000000005,2940.9288135593238,59.0,570751.7999999996,3299.1433526011538,173.0,0.7763515306243437,,,,,,,,,,,,,,,66,MONTHLY,1097,,,,,,,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
393,2929,1,40.84109589041096,M,2929,2424,OWNER,4521182.5,15698.550347222224,288.0,14138.0,,256.40833333333325,,,14.600000000000007,,21787.98918918919,34.0,,36.0,,,33.0,,185.0,18816.600826446283,13342.857142857143,13453.245205479461,121.0,21.0,146.0,1215545.0,13506.055555555557,90.0,4503882.5,15803.096491228069,285.0,0.7733477643824157,90.85526589595376,14138.0,14138.0,1.0,14138.0,,,,,1.0,,,,,1,MONTHLY,1015,,,,,,,456.0,classic,1961.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2606,268,39,16.67945205479452,F,268,223,OWNER,628534.6999999997,4988.370634920634,126.0,,,191.66585365853658,,,14.6,,9399.984848484848,,,41.0,,,19.0,,66.0,5105.582812499999,,4867.377419354836,64.0,,62.0,115707.10000000006,2629.7068181818195,44.0,457967.1999999996,4088.9928571428527,112.0,0.7728212053935205,0.8777780057748397,,,,,,,,,,,,,,39,MONTHLY,893,,,,,,,44.0,junior,1232.0,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
554,4150,1,21.40821917808219,F,4150,3432,DISPONENT,342400.3999999999,2180.894267515923,157.0,2734.0,,71.01333333333334,,,14.600000000000005,,3526.688311688312,25.0,,30.0,,,25.0,,77.0,2449.9369863013703,,1947.0833333333344,73.0,,84.0,119398.70000000006,1925.785483870968,62.0,342400.3999999999,2180.894267515923,157.0,0.7724236576405111,,2734.0,2734.0,1.0,2734.0,,,,,1.0,,,,,1,MONTHLY,1271,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
553,4149,1,19.835616438356173,M,4149,3432,OWNER,342400.3999999999,2180.894267515923,157.0,2734.0,,71.01333333333334,,,14.600000000000005,,3526.688311688312,25.0,,30.0,,,25.0,,77.0,2449.9369863013703,,1947.0833333333344,73.0,,84.0,119398.70000000006,1925.785483870968,62.0,342400.3999999999,2180.894267515923,157.0,0.7724236576405111,,2734.0,2734.0,1.0,2734.0,,,,,1.0,,,,,1,MONTHLY,1271,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
104,424,1,51.26849315068493,M,424,347,OWNER,3945704.700000005,10410.830343007929,379.0,,,171.58196721311472,7801.200000000003,,14.600000000000017,7.475,16149.137339055796,,,61.0,22.0,,55.0,8.0,233.0,13338.216666666665,11874.613636363636,7689.1308108108105,150.0,44.0,185.0,863582.5999999999,10794.782499999998,80.0,2531294.700000001,10591.191213389126,239.0,0.7723658114811681,1.6460703088562991,7801.2,7801.2,1.0,,,,7801.2,,,,,1.0,,65,MONTHLY,346,5045.0,187224.0,24.0,7801.0,B,850.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
37,3627,18,17.578082191780826,F,3627,3003,OWNER,702049.9999999994,3694.999999999997,190.0,,,210.2068965517241,,,14.60000000000001,,7106.670103092783,,,58.0,,,35.0,,97.0,3930.0891089108927,,3428.213483146068,101.0,,89.0,161993.80000000005,3305.995918367348,49.0,472727.49999999977,3425.5615942028967,138.0,0.7721215327675659,1.4633240476346572,,,,,,,,,,,,,,18,MONTHLY,330,,,,,,,571.0,junior,2019.0,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
4893,375,61,29.276712328767122,F,375,308,OWNER,95781.1,2280.502380952381,42.0,,,93.7,,,,,2448.7179487179487,,,3.0,,,,,39.0,2351.072413793104,,2123.076923076923,29.0,,13.0,23681.1,1578.74,15.0,74981.1,1922.592307692308,39.0,0.7713713355048859,1.4759615384615383,1284.0,1284.0,1.0,,,1284.0,,,,,1.0,,,61,MONTHLY,1018,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4440,174,10,20.156164383561645,M,174,144,OWNER,1533259.6,12567.701639344265,122.0,,,203.43809523809517,,,30.0,2.4,18639.573170731703,,,21.0,,,18.0,1.0,82.0,15261.645283018866,14068.181818181818,9821.420689655171,53.0,11.0,58.0,667153.1,10424.267187499998,64.0,1533259.6,12567.701639344265,122.0,0.770289912383754,,,,,,,,,,,,,,,10,WEEKLY,1553,,,,,,,28.0,junior,1847.0,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
5320,1765,9,23.43013698630137,M,1765,1456,OWNER,3965442.200000002,17862.352252252258,222.0,,,278.4606060606061,,,14.600000000000007,,24879.33962264151,,,33.0,,,30.0,,159.0,18582.478899082576,11737.0,18480.637362637368,109.0,22.0,91.0,1312829.2000000004,16831.143589743595,78.0,3965442.200000002,17862.352252252258,222.0,0.7686107476534562,,1250.8,1250.8,1.0,,,1250.8,,,,,1.0,,,9,MONTHLY,1197,,,,,,,276.0,classic,1891.0,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
4292,4254,65,26.843835616438355,M,4254,3523,OWNER,84305.9,2554.7242424242418,33.0,,,5.9,,,,,2634.375,,,1.0,,,,,32.0,2612.745833333333,,2400.0,24.0,,9.0,24205.9,1861.992307692308,13.0,84305.9,2554.7242424242418,33.0,0.7684412698412699,,,,,,,,,,,,,,,65,MONTHLY,1229,,,,,,,,,,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
3240,3675,70,46.821917808219176,M,3675,3041,OWNER,344600.59999999986,1504.8061135371177,229.0,130.0,743.0,93.69090909090912,,,14.600000000000007,,2827.285714285714,28.0,28.0,33.0,,,28.0,,112.0,2320.4076923076927,,1083.5019867549677,78.0,,151.0,116135.90000000002,1366.3047058823531,85.0,344600.59999999986,1504.8061135371177,229.0,0.7680011162662745,,2700.0,900.0,3.0,130.0,743.0,,,1827.0,1.0,1.0,,,1.0,70,MONTHLY,1189,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
5255,13406,42,20.72054794520548,F,13098,10906,OWNER,4190954.100000005,10773.660925449884,389.0,,,158.29051724137923,,,14.600000000000017,2.1,19494.18691588785,,,116.0,,,57.0,2.0,214.0,10418.7072815534,12055.428571428567,11058.866666666672,206.0,21.0,162.0,918081.8999999996,12406.512162162158,74.0,2409792.6000000024,10953.60272727274,220.0,0.7648243984876152,1.1626192164448887,,,,,,,,,,,,,,76,MONTHLY,317,,,,,,,1217.0,junior,2046.0,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4567,2853,28,42.715068493150675,F,2853,2361,OWNER,1193211.4000000004,3251.2572207084477,367.0,4613.0,,85.8034482758621,4352.0,,14.600000000000017,,4708.383233532934,53.0,,58.0,36.0,,53.0,,167.0,3800.230188679245,,2831.6096153846124,159.0,,208.0,204718.80000000008,3149.5200000000013,65.0,737037.5999999995,3190.6389610389588,231.0,0.7634792811050078,0.9556655425609796,8965.0,4482.5,2.0,4613.0,,,4352.0,,1.0,,,1.0,,28,MONTHLY,420,5453.0,156672.0,36.0,4352.0,A,820.0,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
3649,5127,33,23.75890410958904,F,5127,4254,OWNER,989416.8999999992,3191.6674193548356,310.0,,,105.7073529411765,,,14.600000000000017,,5482.173184357542,,,68.0,,,63.0,,179.0,3143.4602484472052,,3243.7570469798634,161.0,,149.0,178988.30000000008,3652.8224489795934,49.0,570816.9999999997,3590.0440251572304,159.0,0.7629496795401886,1.345431104983592,,,,,,,,,,,,,,70,MONTHLY,123,,,,,,,,,,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4147,134,6,67.0,M,134,112,OWNER,884698.6999999989,2485.108707865165,356.0,2051.0,,104.4957142857143,,6582.0,14.600000000000017,,3283.4883720930243,65.0,,70.0,,70.0,65.0,,86.0,3320.9553191489367,,1936.9488372092999,141.0,,215.0,123927.3,2294.9500000000007,54.0,445256.19999999984,2558.943678160919,174.0,0.7602458752404001,0.959450002324912,2051.0,2051.0,1.0,2051.0,,,,,1.0,,,,,6,MONTHLY,70,,,,,,,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4148,135,6,60.35068493150686,F,135,112,DISPONENT,884698.6999999989,2485.108707865165,356.0,2051.0,,104.4957142857143,,6582.0,14.600000000000017,,3283.4883720930243,65.0,,70.0,,70.0,65.0,,86.0,3320.9553191489367,,1936.9488372092999,141.0,,215.0,123927.3,2294.9500000000007,54.0,445256.19999999984,2558.943678160919,174.0,0.7602458752404001,0.959450002324912,2051.0,2051.0,1.0,2051.0,,,,,1.0,,,,,6,MONTHLY,70,,,,,,,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
630,4930,1,17.435616438356163,M,4930,4093,OWNER,810751.1999999986,2565.668354430375,316.0,,,97.1478260869565,,,14.600000000000017,,4412.631868131868,,,69.0,,,65.0,,182.0,2592.513750000001,,2538.134615384612,160.0,,156.0,83491.50000000001,1739.4062500000002,48.0,352235.4,2348.236,150.0,0.7595639749891512,0.59762711366791,,,,,,,,,,,,,,1,MONTHLY,83,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3972,4536,41,51.25205479452055,M,4536,3760,OWNER,5438918.499999999,13910.277493606136,391.0,,,199.80972222222226,,,14.600000000000017,,21522.039682539682,,,72.0,,,67.0,,252.0,15678.114689265538,8807.642857142857,12996.119354838724,177.0,28.0,186.0,920112.6,14155.57846153846,65.0,3044653.8000000017,14924.773529411776,204.0,0.7587715211160888,2.375283263937056,2947.8,2947.8,1.0,,,2947.8,,,,,1.0,,,44,MONTHLY,12,,,,,,,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
2096,388,36,48.205479452054796,F,388,318,OWNER,679588.6999999995,2343.409310344826,290.0,2858.0,,125.62941176470586,,,14.600000000000012,,3686.1917808219177,47.0,,51.0,,,46.0,,146.0,2672.321641791045,,2060.8820512820503,134.0,,156.0,146958.00000000006,2099.4000000000005,70.0,505019.5999999996,2348.9283720930216,215.0,0.7577295029730048,1.3465386954601881,2858.0,2858.0,1.0,2858.0,,,,,1.0,,,,,36,MONTHLY,623,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
1848,1501,68,52.97808219178082,M,1501,1244,OWNER,386647.49999999977,1522.234251968503,254.0,903.0,406.0,73.96451612903226,748.0,,14.600000000000005,,2726.081967213115,27.0,26.0,31.0,22.0,,26.0,,122.0,2739.795945945946,,1021.6811111111116,74.0,,180.0,130871.90000000002,1295.7613861386142,101.0,386647.49999999977,1522.234251968503,254.0,0.7562065297344274,,4233.0,846.6,5.0,903.0,406.0,,748.0,1088.0,1.0,1.0,,1.0,2.0,68,MONTHLY,1223,5207.0,35904.0,48.0,748.0,C,1519.0,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
3406,4606,8,61.257534246575354,M,4606,3822,OWNER,2633354.9000000027,7355.739944134086,358.0,11657.0,,133.9380952380952,,,14.600000000000017,,10878.129213483146,59.0,,63.0,,,58.0,,178.0,8551.626451612903,10341.0,5944.498888888883,155.0,23.0,180.0,470847.1999999999,7473.765079365077,63.0,1561320.500000001,7434.859523809529,210.0,0.7555436954289535,1.2806168349592693,11657.0,11657.0,1.0,11657.0,,,,,1.0,,,,,8,MONTHLY,264,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
